src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,psh_flag,urg_flag,label
29.12.203.219,162.0.122.173,48897,53673,TCP,60,0.002,1,0,60,40,1,0,0,0,0,0,port_scan
68.2.243.243,88.171.43.104,51613,22,TCP,233,9.144,117,22,25555,39371,0,0,1,0,0,0,normal
67.93.80.98,4.2.213.156,42978,80,TCP,778,0.527,12,3,3777,676,0,1,0,0,1,0,sql_injection
160.48.175.129,226.215.101.137,5044,443,UDP,1396,2.668,40,125,13214,28089,1,1,1,0,0,0,normal
20.237.150.130,237.194.92.45,27520,3306,TCP,720,1.319,7,139,12769,9608,1,0,1,0,0,0,normal
151.145.115.87,207.44.235.106,28588,80,ICMP,1272,1.609,68,62,48596,19407,0,1,1,0,0,0,normal
96.114.254.171,192.129.250.142,39893,443,ICMP,645,7.979,14,70,15611,10133,0,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,45330,23,TCP,139,0.992,9,6,391,659,0,1,0,1,1,0,brute_force
239.247.168.211,33.14.27.95,25550,22,UDP,1326,1.55,87,121,10356,12014,1,0,0,0,0,0,normal
163.164.201.153,10.225.252.16,49996,22,ICMP,608,0.721,76,43,10951,30371,1,0,1,0,0,0,normal
68.110.42.87,75.208.127.55,2682,22,ICMP,100,8.322,86,161,46918,14069,0,1,0,0,0,0,normal
175.166.206.101,178.115.118.208,59415,8080,ICMP,813,0.034,1578,0,646259,0,0,0,0,0,1,0,ddos
153.33.186.163,161.225.0.64,18222,110,ICMP,1086,8.307,148,75,5062,35018,1,0,0,0,1,0,normal
79.18.211.238,41.202.127.125,6966,110,TCP,991,1.758,3,91,42391,490,0,1,0,0,0,0,normal
24.4.198.4,178.115.118.208,57916,8080,UDP,681,0.046,1838,2,430632,100,0,0,0,0,1,0,ddos
193.255.8.241,154.94.194.125,61455,110,ICMP,228,9.998,141,93,25817,24420,1,1,1,0,1,0,normal
187.240.133.65,110.94.112.80,36959,53,ICMP,358,6.274,135,30,44634,39792,0,1,0,0,0,0,normal
236.194.210.99,135.163.202.73,50443,22,TCP,153,0.713,6,3,980,862,0,1,0,1,1,0,brute_force
236.194.210.99,135.163.202.73,59230,3389,TCP,189,0.532,5,10,700,547,0,1,0,0,1,0,brute_force
42.51.22.122,18.120.141.219,64215,22,UDP,509,1.72,167,125,30538,6841,1,0,1,0,1,0,normal
47.251.245.149,130.139.127.243,12301,25,UDP,204,1.481,164,51,37069,32659,1,1,0,0,0,0,normal
216.52.238.53,127.81.62.158,4318,5432,ICMP,374,5.573,158,9,48279,42261,0,1,0,0,0,0,normal
164.211.156.146,187.11.191.76,14470,5432,TCP,1284,4.303,30,178,44528,14307,0,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,50882,21,TCP,112,0.207,10,8,589,596,0,1,0,1,1,0,brute_force
183.117.159.236,71.4.142.33,43248,3306,ICMP,1319,4.215,32,109,10883,1247,1,0,0,0,1,0,normal
236.194.210.99,135.163.202.73,54446,3389,TCP,149,0.631,13,7,550,690,0,1,0,1,1,0,brute_force
154.95.19.53,113.196.22.48,53240,143,TCP,1468,5.364,76,100,107,11392,0,0,0,0,1,0,normal
82.80.54.44,208.104.150.71,25422,143,TCP,434,4.639,92,40,35375,43597,1,0,0,0,0,0,normal
192.148.52.16,178.115.118.208,65435,8080,TCP,1266,0.011,551,2,293245,100,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,57301,21,TCP,291,0.409,10,7,1358,675,0,1,0,1,1,0,brute_force
29.12.203.219,162.0.122.173,49684,12679,TCP,60,0.007,1,0,60,0,1,0,0,1,0,0,port_scan
147.127.106.186,137.34.6.79,6890,110,TCP,167,7.231,167,172,36791,42971,1,1,0,0,1,0,normal
131.156.241.224,72.81.160.187,24908,21,TCP,697,1.996,170,143,47000,29503,1,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,42772,17088,TCP,60,0.006,1,1,60,0,1,0,0,0,0,0,port_scan
130.67.252.167,80.80.40.207,52911,5432,TCP,1392,3.03,142,152,44433,8298,0,1,1,0,1,0,normal
205.16.105.1,217.70.51.24,11979,443,UDP,710,1.195,136,76,34791,30710,1,0,1,0,0,0,normal
36.30.180.58,3.87.206.231,65127,53,TCP,234,3.394,115,25,12382,18105,1,1,1,0,1,0,normal
95.47.167.181,178.115.118.208,61490,8080,UDP,1449,0.079,873,2,377289,100,1,0,0,0,0,0,ddos
175.78.3.141,89.220.253.174,25128,3306,TCP,1046,6.003,156,79,14048,22908,1,1,1,0,0,0,normal
189.254.120.85,126.36.165.34,51850,110,ICMP,126,1.295,175,35,11251,10452,1,0,1,0,1,0,normal
223.103.160.203,183.32.193.2,43511,5432,TCP,1237,8.108,86,49,3661,7040,1,0,1,0,0,0,normal
95.193.237.148,178.115.118.208,52090,8080,UDP,1142,0.007,1627,0,720800,100,1,0,0,0,1,0,ddos
238.55.253.230,4.117.188.85,31612,3306,TCP,1401,6.401,166,162,33981,17328,1,0,1,0,0,0,normal
236.194.210.99,135.163.202.73,52435,21,TCP,195,0.442,13,9,1443,771,0,1,0,1,1,0,brute_force
83.136.75.142,55.160.70.123,53777,80,UDP,1095,4.094,81,41,2454,17516,1,1,1,0,1,0,normal
142.246.122.13,11.74.221.87,24300,3306,TCP,811,0.34,119,45,22714,47226,0,0,0,0,1,0,normal
92.143.205.115,178.115.118.208,19872,8080,UDP,809,0.045,553,2,857382,100,1,0,0,0,1,0,ddos
235.226.136.245,7.196.111.89,50473,5432,UDP,899,0.616,177,12,12070,43568,1,0,1,0,1,0,normal
172.54.121.8,225.97.124.226,42290,5432,TCP,255,2.183,76,132,38892,37867,0,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,53648,23,TCP,245,0.108,8,9,422,754,0,1,0,0,1,0,brute_force
208.187.223.87,74.97.189.199,41053,80,UDP,1221,2.098,194,47,29321,11411,0,1,1,0,1,0,normal
133.204.254.175,114.44.234.237,2720,53,ICMP,607,0.804,164,162,14446,23603,1,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,56142,3389,TCP,294,0.254,6,10,1360,294,0,1,0,1,1,0,brute_force
93.204.111.183,251.58.89.123,42051,443,UDP,507,2.154,199,78,44428,27243,0,1,1,0,1,0,normal
143.146.180.148,83.250.162.142,11928,21,ICMP,1410,2.082,31,38,22675,41195,0,1,1,0,1,0,normal
70.193.48.232,59.199.239.46,15481,22,UDP,475,4.413,41,102,34962,23410,0,1,1,0,1,0,normal
67.93.80.98,4.2.213.156,44950,443,TCP,973,0.168,9,5,4333,996,0,1,0,0,1,0,sql_injection
16.105.71.72,232.32.146.211,45808,143,TCP,551,5.263,85,11,20118,21197,0,1,0,0,0,0,normal
191.222.132.106,242.9.183.138,33894,443,UDP,1153,6.686,149,130,17974,10328,0,0,1,0,1,0,normal
152.218.206.70,76.8.166.203,21940,5432,ICMP,1342,0.521,102,24,706,26600,1,1,0,0,0,0,normal
111.178.46.28,148.96.182.226,4962,53,TCP,261,3.347,39,162,44288,37603,1,1,0,0,1,0,normal
134.156.60.68,19.36.7.12,9304,21,TCP,1433,3.118,53,4,11706,48738,0,1,1,0,1,0,normal
158.110.164.83,34.67.48.14,11705,25,TCP,927,2.898,177,18,23121,20693,1,1,1,0,1,0,normal
106.88.156.42,175.154.145.169,24773,143,ICMP,652,8.012,191,8,15838,14422,1,1,0,0,0,0,normal
68.92.216.161,178.115.118.208,7478,8080,UDP,1287,0.084,1556,2,749932,0,0,0,0,0,0,0,ddos
149.140.12.47,47.207.119.173,46354,21,TCP,592,0.07,112,80,16803,33245,0,0,0,0,1,0,normal
129.124.3.233,178.115.118.208,60446,8080,TCP,1472,0.013,261,0,181659,0,1,0,0,0,1,0,ddos
97.123.124.172,170.243.15.202,3707,5432,TCP,762,0.663,84,81,42570,15186,1,1,0,0,1,0,normal
210.188.86.215,122.241.255.31,63648,21,ICMP,648,6.519,9,161,29992,12351,1,0,0,0,0,0,normal
164.145.169.75,202.1.113.122,50188,110,UDP,687,2.275,92,119,33219,18610,1,0,1,0,0,0,normal
30.198.130.61,41.252.172.185,4763,5432,TCP,1218,1.453,108,52,5076,21013,1,0,0,0,0,0,normal
57.184.198.189,190.23.169.186,57086,22,TCP,544,6.217,20,44,18188,35341,0,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,46446,8080,TCP,544,1.114,9,7,3515,811,0,1,0,0,1,0,sql_injection
220.181.231.21,218.219.191.139,53752,21,TCP,1246,5.501,120,200,28376,37848,0,0,1,0,0,0,normal
28.20.93.111,95.224.65.47,58758,443,TCP,1337,8.007,182,147,44991,41666,0,1,0,0,1,0,normal
29.12.203.219,162.0.122.173,48142,43592,TCP,60,0.006,1,0,60,40,1,0,0,0,0,0,port_scan
180.130.45.2,239.195.14.127,7185,143,UDP,311,3.764,170,35,26913,15879,0,1,0,0,0,0,normal
229.176.154.89,152.112.115.200,18156,110,ICMP,551,5.907,162,71,25961,702,1,0,0,0,0,0,normal
48.14.240.243,195.26.2.241,13626,143,UDP,1095,9.994,75,56,27348,27969,0,0,0,0,1,0,normal
141.159.148.137,205.169.132.57,62836,53,UDP,726,4.637,161,109,33338,16492,1,1,1,0,0,0,normal
41.59.164.85,122.151.223.49,30398,143,TCP,108,9.79,91,123,30624,39136,0,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,53220,22,TCP,226,0.67,14,6,486,783,0,1,0,1,1,0,brute_force
44.226.250.103,117.212.107.99,38371,143,UDP,122,2.153,185,191,11369,27500,0,1,0,0,1,0,normal
14.218.190.249,178.115.118.208,30225,8080,TCP,1340,0.057,153,1,631402,100,1,0,0,0,1,0,ddos
94.118.242.234,105.17.79.67,35717,443,ICMP,1194,3.716,157,21,6645,9238,1,1,0,0,1,0,normal
67.93.80.98,4.2.213.156,54842,8080,TCP,924,1.002,16,8,4241,562,0,1,0,0,1,0,sql_injection
194.32.180.70,178.115.118.208,49702,8080,UDP,1005,0.015,1174,0,651397,0,1,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,53373,22,TCP,104,0.262,12,10,528,668,0,1,0,1,1,0,brute_force
236.194.210.99,135.163.202.73,46643,21,TCP,105,0.642,14,8,987,659,0,1,0,1,1,0,brute_force
236.194.210.99,135.163.202.73,40956,23,TCP,132,0.189,11,6,1269,790,0,1,0,0,1,0,brute_force
136.33.207.224,185.255.109.187,16069,25,UDP,71,8.338,154,140,33174,21323,0,1,1,0,0,0,normal
165.144.147.41,178.115.118.208,52700,8080,ICMP,666,0.035,1527,0,318838,0,1,0,0,0,1,0,ddos
37.250.254.169,133.185.247.183,18855,5432,TCP,179,8.69,103,16,18629,30061,0,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,49556,61375,TCP,60,0.009,1,0,60,40,1,0,0,0,0,0,port_scan
241.22.202.227,16.198.21.132,4044,143,TCP,1448,9.09,41,114,47804,38104,0,1,1,0,0,0,normal
49.116.157.16,219.94.16.105,45332,22,TCP,294,9.51,152,145,23073,26594,1,0,0,0,0,0,normal
119.193.157.214,106.44.125.144,50730,25,ICMP,1025,6.42,59,109,4924,37734,0,0,1,0,0,0,normal
97.230.56.135,178.115.118.208,35547,8080,TCP,509,0.051,1688,1,153580,100,1,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,53891,21,TCP,276,0.253,10,5,280,622,0,1,0,0,1,0,brute_force
234.83.240.177,178.115.118.208,29739,8080,UDP,1328,0.078,1454,0,440594,0,0,0,0,0,1,0,ddos
68.100.197.232,251.169.4.56,20070,21,UDP,177,0.094,76,25,1964,1855,1,0,1,0,1,0,normal
28.133.103.51,111.85.89.90,59662,21,UDP,1488,3.818,179,132,42728,31979,1,0,1,0,0,0,normal
191.146.48.47,143.124.7.33,44994,53,TCP,1363,3.684,139,69,13102,4912,0,0,0,0,1,0,normal
94.1.212.221,178.115.118.208,64172,8080,UDP,1128,0.08,1210,0,654550,100,1,0,0,0,1,0,ddos
66.6.66.234,23.23.124.198,49651,110,ICMP,385,1.749,55,39,39624,39511,1,0,1,0,1,0,normal
255.245.11.155,188.125.23.24,63979,3306,UDP,697,2.214,193,192,23943,31892,0,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,51565,3389,TCP,195,0.261,15,5,656,506,0,1,0,1,1,0,brute_force
67.93.80.98,4.2.213.156,41491,443,TCP,202,0.619,8,1,3760,1117,0,1,0,0,1,0,sql_injection
29.12.203.219,162.0.122.173,42860,2088,TCP,60,0.002,1,0,60,0,1,0,0,0,0,0,port_scan
89.209.1.236,33.96.127.219,43059,3306,ICMP,1205,3.508,172,3,533,17813,1,0,0,0,1,0,normal
136.125.166.60,157.96.218.124,45870,22,UDP,171,7.41,46,131,30114,45958,1,0,1,0,0,0,normal
236.194.210.99,135.163.202.73,54002,22,TCP,146,0.797,14,6,741,291,0,1,0,0,1,0,brute_force
105.182.66.191,206.144.124.186,18013,3306,ICMP,439,0.681,107,148,49490,11213,0,0,0,0,0,0,normal
29.12.203.219,162.0.122.173,40536,12481,TCP,60,0.006,1,1,60,40,1,0,0,0,0,0,port_scan
226.66.184.189,13.217.188.138,23523,3306,TCP,1326,3.909,150,99,38217,43605,1,1,1,0,1,0,normal
102.189.176.104,46.80.182.144,41739,21,TCP,583,3.946,125,49,2721,40435,0,0,0,0,1,0,normal
141.44.73.102,178.115.118.208,29172,8080,ICMP,1125,0.03,197,0,393472,0,1,0,0,0,1,0,ddos
115.108.161.36,178.115.118.208,11853,8080,TCP,540,0.083,410,2,933392,0,0,0,0,0,0,0,ddos
236.194.210.99,135.163.202.73,48011,21,TCP,132,0.204,13,3,536,227,0,1,0,0,1,0,brute_force
29.12.203.219,162.0.122.173,44275,5287,TCP,60,0.009,1,0,60,0,1,0,0,0,0,0,port_scan
253.20.81.3,154.170.131.6,65112,110,UDP,595,2.547,47,124,35892,17080,1,0,0,0,0,0,normal
33.15.238.207,48.147.195.199,29147,443,UDP,810,6.168,97,41,34380,43176,1,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,48340,3389,TCP,186,0.695,12,10,395,618,0,1,0,1,1,0,brute_force
125.168.135.232,77.143.59.70,23143,110,ICMP,716,0.73,19,71,18874,49778,0,1,1,0,1,0,normal
49.244.238.16,87.31.40.56,64383,3306,ICMP,1462,7.46,124,15,26904,44777,0,0,1,0,0,0,normal
6.90.149.103,87.71.49.176,57072,25,ICMP,1437,9.547,92,199,22750,30526,0,1,1,0,0,0,normal
149.250.127.18,63.70.153.215,14246,21,UDP,218,1.806,198,199,9574,10685,1,0,1,0,0,0,normal
193.52.122.87,108.249.210.64,54753,80,UDP,738,5.135,41,49,40899,31279,1,1,1,0,1,0,normal
236.194.210.99,135.163.202.73,51009,3389,TCP,274,0.334,8,5,1052,110,0,1,0,0,1,0,brute_force
165.99.38.147,209.86.239.7,30252,21,TCP,862,4.871,112,81,31866,15560,1,1,1,0,0,0,normal
139.108.187.7,44.49.162.173,51881,443,ICMP,212,0.816,172,58,34535,3619,1,1,1,0,1,0,normal
78.195.152.11,188.14.33.142,15392,443,ICMP,1353,5.185,117,27,3997,18598,1,1,1,0,0,0,normal
174.137.1.194,178.115.118.208,6829,8080,UDP,974,0.039,684,2,288626,0,0,0,0,0,0,0,ddos
168.175.87.193,178.115.118.208,41691,8080,ICMP,1184,0.023,1227,0,243544,100,0,0,0,0,1,0,ddos
29.12.203.219,162.0.122.173,46307,48876,TCP,60,0.007,1,0,60,0,1,0,0,0,0,0,port_scan
237.226.36.122,86.123.111.69,34897,3306,UDP,1204,9.888,144,36,42109,24890,0,1,0,0,0,0,normal
45.11.130.175,118.159.137.240,46729,53,TCP,77,8.645,74,179,32153,33163,0,1,0,0,1,0,normal
196.21.28.192,216.154.227.229,30643,443,UDP,1054,6.706,156,72,10858,43450,1,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,49241,80,TCP,483,1.445,10,6,2920,784,0,1,0,0,1,0,sql_injection
146.134.154.235,8.202.203.192,6432,110,UDP,1454,4.614,108,94,48259,19345,1,1,0,0,1,0,normal
231.118.5.210,35.175.107.76,50933,3306,ICMP,1134,3.074,1,78,6629,21531,1,1,0,0,0,0,normal
202.109.8.219,178.115.118.208,5649,8080,TCP,1338,0.017,1490,2,873405,0,1,0,0,0,0,0,ddos
94.232.73.182,223.79.23.59,63395,80,UDP,904,2.312,132,76,4945,10740,0,1,1,0,0,0,normal
79.16.93.205,178.115.118.208,49146,8080,ICMP,577,0.053,1333,0,619458,100,1,0,0,0,1,0,ddos
67.93.80.98,4.2.213.156,41617,443,TCP,291,1.245,18,10,4641,1355,0,1,0,0,1,0,sql_injection
204.70.14.239,178.115.118.208,6122,8080,UDP,585,0.03,219,0,753213,0,1,0,0,0,0,0,ddos
237.116.173.123,178.115.118.208,31300,8080,TCP,550,0.098,1136,1,479398,100,0,0,0,0,0,0,ddos
2.16.72.174,169.241.201.116,39802,22,TCP,285,4.127,98,180,25600,9207,0,0,0,0,1,0,normal
75.50.10.128,54.27.30.90,58925,53,ICMP,1027,2.112,45,184,7797,26727,1,0,1,0,0,0,normal
100.83.210.214,178.115.118.208,14152,8080,UDP,1183,0.077,844,1,563409,100,1,0,0,0,1,0,ddos
2.116.1.80,63.246.64.210,52362,80,ICMP,593,6.559,74,58,18571,28479,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,44847,49977,TCP,60,0.002,1,0,60,0,1,0,0,0,0,0,port_scan
74.117.94.88,230.198.119.92,9836,25,UDP,1157,7.556,159,37,15368,19190,0,0,1,0,1,0,normal
13.7.54.137,240.239.200.14,45011,3306,ICMP,813,7.379,173,71,21142,5576,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,57493,8080,TCP,782,0.335,13,3,1593,862,0,1,0,0,1,0,sql_injection
177.20.110.57,233.146.100.135,12609,21,TCP,353,5.178,26,112,30416,19896,1,0,1,0,1,0,normal
57.182.186.170,178.115.118.208,55343,8080,TCP,595,0.088,1655,0,179328,0,1,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,53449,3389,TCP,200,0.446,10,9,434,170,0,1,0,1,1,0,brute_force
36.19.73.170,229.253.109.54,62147,143,TCP,1421,9.96,106,83,24186,28953,0,0,0,0,1,0,normal
137.198.105.187,130.209.110.184,23833,80,TCP,494,0.799,175,20,20783,12835,1,1,0,0,0,0,normal
167.174.133.176,245.67.144.9,33495,22,UDP,441,0.107,128,198,14981,14658,1,0,1,0,0,0,normal
124.164.186.202,203.128.212.124,28275,21,ICMP,1122,8.617,190,42,44562,39628,0,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,41207,3389,TCP,165,0.736,13,6,934,860,0,1,0,0,1,0,brute_force
137.207.6.21,147.51.45.210,65302,80,TCP,113,2.54,163,4,35083,27672,0,1,1,0,0,0,normal
112.145.200.20,45.127.101.123,25036,3306,UDP,364,8.053,153,126,47835,32061,1,1,0,0,0,0,normal
14.28.191.178,178.115.118.208,4897,8080,TCP,711,0.012,557,1,135732,100,1,0,0,0,1,0,ddos
198.196.144.169,74.129.26.225,17247,143,TCP,1455,5.302,6,37,17224,18832,0,0,1,0,0,0,normal
67.93.80.98,4.2.213.156,52003,443,TCP,984,0.414,8,1,4437,1152,0,1,0,0,1,0,sql_injection
7.103.104.63,7.211.198.225,22675,443,UDP,1321,9.802,89,173,208,28572,0,1,1,0,1,0,normal
82.246.83.239,108.58.181.169,49165,25,TCP,1135,0.895,59,97,19543,1262,0,1,0,0,0,0,normal
22.248.194.12,215.247.201.17,46691,22,TCP,1310,0.383,181,140,47161,16361,0,1,0,0,1,0,normal
236.194.210.99,135.163.202.73,49915,3389,TCP,285,0.278,10,9,354,959,0,1,0,1,1,0,brute_force
29.247.88.182,178.115.118.208,54517,8080,ICMP,1262,0.017,1064,0,484051,0,0,0,0,0,0,0,ddos
131.103.5.58,62.62.183.43,52529,21,UDP,714,1.864,31,161,16216,19516,1,1,1,0,0,0,normal
236.194.210.99,135.163.202.73,42466,22,TCP,113,0.644,11,10,479,626,0,1,0,0,1,0,brute_force
58.204.26.128,14.206.160.44,7501,22,ICMP,865,8.645,117,144,24897,36454,1,0,0,0,1,0,normal
251.91.44.103,208.48.170.184,59176,25,UDP,1102,4.059,104,161,14428,43727,0,1,0,0,0,0,normal
8.170.98.78,226.9.148.33,39316,3306,TCP,440,6.923,157,62,32166,47591,1,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,47018,8080,TCP,336,1.748,15,4,3091,1503,0,1,0,0,1,0,sql_injection
142.212.203.45,154.56.2.122,56105,53,UDP,121,6.753,21,110,17038,31271,1,0,1,0,1,0,normal
79.120.112.136,216.65.214.88,35712,25,UDP,821,1.441,49,29,10163,48046,0,1,1,0,1,0,normal
162.192.37.220,7.176.46.78,44408,443,TCP,808,7.537,106,120,4607,14781,1,0,0,0,0,0,normal
76.22.85.120,189.89.241.226,32161,21,ICMP,907,8.743,172,58,1487,720,1,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,41662,21,TCP,159,0.799,12,5,483,216,0,1,0,1,1,0,brute_force
251.208.187.216,63.83.38.27,25091,5432,ICMP,235,4.188,147,128,11892,40475,1,0,1,0,1,0,normal
43.239.90.196,64.242.139.172,10165,3306,TCP,632,8.763,45,189,25066,23335,1,0,1,0,0,0,normal
194.174.69.121,178.115.118.208,38726,8080,UDP,948,0.005,1126,1,639550,0,1,0,0,0,1,0,ddos
8.61.137.34,105.234.144.55,55948,21,UDP,254,5.034,28,129,37224,16371,1,0,1,0,0,0,normal
67.93.80.98,4.2.213.156,42953,80,TCP,267,0.432,17,7,3816,1171,0,1,0,0,1,0,sql_injection
16.206.142.45,96.89.0.2,44769,3306,TCP,1479,7.007,5,121,45367,4757,1,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,42744,21142,TCP,60,0.007,1,1,60,0,1,0,0,0,0,0,port_scan
29.12.203.219,162.0.122.173,41429,15590,TCP,60,0.009,1,0,60,40,1,0,0,1,0,0,port_scan
29.12.203.219,162.0.122.173,41937,62255,TCP,60,0.004,1,0,60,0,1,0,0,0,0,0,port_scan
3.59.151.142,105.132.135.198,61700,21,TCP,285,3.559,195,160,27902,11588,0,1,1,0,0,0,normal
219.114.121.232,178.115.118.208,62969,8080,ICMP,627,0.058,1817,0,565742,100,0,0,0,0,1,0,ddos
23.28.255.26,178.115.118.208,38421,8080,TCP,1009,0.037,1362,0,135856,0,1,0,0,0,0,0,ddos
192.187.213.157,115.222.240.90,44731,25,UDP,571,4.818,28,116,41431,47172,1,1,1,0,0,0,normal
54.231.112.57,253.137.200.105,62881,443,ICMP,460,3.546,49,178,46402,46258,0,1,1,0,1,0,normal
29.12.203.219,162.0.122.173,47133,21905,TCP,60,0.009,1,1,60,0,1,0,0,1,0,0,port_scan
135.14.55.211,51.173.209.128,57255,80,ICMP,1140,9.26,126,122,17617,4991,0,0,1,0,0,0,normal
218.185.96.93,178.115.118.208,38532,8080,ICMP,1076,0.036,264,2,538678,0,0,0,0,0,0,0,ddos
67.93.80.98,4.2.213.156,47151,8080,TCP,938,1.892,19,5,4791,638,0,1,0,0,1,0,sql_injection
98.80.226.252,178.115.118.208,34532,8080,UDP,726,0.072,1628,2,967249,100,1,0,0,0,0,0,ddos
233.137.101.247,90.208.40.95,3084,25,TCP,1141,0.145,72,66,35101,38767,0,0,0,0,0,0,normal
3.178.231.170,131.112.58.147,10385,25,UDP,1487,0.877,18,183,44167,12264,1,1,0,0,1,0,normal
174.51.159.110,2.184.162.85,38195,5432,UDP,695,2.848,183,100,46864,2171,0,0,0,0,0,0,normal
206.104.89.48,21.142.66.199,60492,53,UDP,987,9.413,117,1,27998,31627,1,1,1,0,1,0,normal
109.52.92.23,178.115.118.208,56364,8080,TCP,1245,0.004,897,0,706108,100,0,0,0,0,1,0,ddos
236.194.210.99,135.163.202.73,54990,3389,TCP,180,0.696,11,9,1149,204,0,1,0,1,1,0,brute_force
236.194.210.99,135.163.202.73,40840,23,TCP,182,0.195,9,10,1239,895,0,1,0,0,1,0,brute_force
113.86.120.124,253.131.148.11,17976,22,ICMP,366,5.324,139,143,48148,36486,1,1,0,0,1,0,normal
15.37.6.57,212.146.162.115,14052,21,UDP,580,5.634,37,90,2575,3136,0,0,1,0,0,0,normal
218.58.6.56,73.184.116.126,23522,443,UDP,958,5.38,3,180,5364,14769,1,0,1,0,0,0,normal
107.223.144.98,163.237.191.67,3288,110,TCP,153,6.573,49,140,17416,12229,1,0,1,0,1,0,normal
236.194.210.99,135.163.202.73,40321,3389,TCP,239,0.985,6,5,708,519,0,1,0,1,1,0,brute_force
62.228.243.56,178.115.118.208,53253,8080,ICMP,1302,0.013,265,1,833304,0,1,0,0,0,0,0,ddos
67.93.80.98,4.2.213.156,53494,443,TCP,251,0.408,11,7,1297,1359,0,1,0,0,1,0,sql_injection
127.69.214.180,47.235.177.89,14457,21,TCP,1287,6.479,71,65,27107,44203,1,1,0,0,1,0,normal
208.189.187.14,120.149.235.159,49189,443,UDP,1306,1.987,8,158,48346,24813,0,0,0,0,1,0,normal
233.167.239.118,123.213.211.244,59774,3306,ICMP,1191,9.315,178,121,1221,36363,1,1,0,0,1,0,normal
225.49.74.254,178.115.118.208,24133,8080,UDP,1181,0.03,1935,2,528377,0,1,0,0,0,0,0,ddos
101.58.121.160,217.125.39.73,18656,53,ICMP,1433,3.335,164,38,44400,31057,0,1,1,0,0,0,normal
29.12.203.219,162.0.122.173,40041,40917,TCP,60,0.003,1,0,60,40,1,0,0,0,0,0,port_scan
81.56.47.82,44.86.89.236,37117,53,TCP,1115,4.03,140,113,17442,30941,0,0,1,0,1,0,normal
76.20.50.106,217.102.30.23,23452,22,ICMP,1286,4.012,123,156,1089,33910,1,1,0,0,0,0,normal
67.93.80.98,4.2.213.156,55128,8080,TCP,906,1.957,19,4,2286,1493,0,1,0,0,1,0,sql_injection
67.93.80.98,4.2.213.156,46162,443,TCP,309,1.672,17,8,714,150,0,1,0,0,1,0,sql_injection
7.91.7.9,44.94.198.202,36320,143,TCP,628,0.436,184,13,19447,5868,1,0,0,0,1,0,normal
67.93.80.98,4.2.213.156,49644,443,TCP,309,0.183,9,4,3305,1496,0,1,0,0,1,0,sql_injection
142.233.41.56,178.115.118.208,30388,8080,ICMP,1325,0.007,473,2,301881,100,0,0,0,0,0,0,ddos
71.84.158.139,10.125.109.74,51035,25,TCP,1134,1.719,95,159,21879,32896,1,0,0,0,0,0,normal
209.26.35.33,105.32.170.168,48007,443,ICMP,1292,5.143,109,61,31752,32630,0,1,1,0,1,0,normal
154.167.173.63,186.115.58.222,9563,21,TCP,577,9.182,84,191,46911,11198,0,1,1,0,1,0,normal
21.86.164.67,170.103.27.147,65160,53,UDP,428,9.315,130,184,5956,44751,1,0,0,0,1,0,normal
71.67.58.234,41.50.35.20,25293,143,ICMP,410,2.263,24,130,14324,32096,0,1,1,0,1,0,normal
7.217.100.197,254.43.176.56,26514,22,UDP,64,8.209,174,178,8292,13036,0,1,0,0,1,0,normal
108.30.188.77,108.247.37.55,59896,21,ICMP,342,4.566,53,155,8698,41274,1,1,0,0,0,0,normal
77.36.226.177,65.213.86.154,65530,143,TCP,741,8.571,193,93,33372,34508,1,1,1,0,1,0,normal
207.182.94.254,166.198.65.237,30609,53,ICMP,483,4.345,151,128,10410,8733,1,1,0,0,0,0,normal
150.185.115.199,68.102.61.106,47517,22,UDP,339,0.52,119,26,30320,1492,0,0,1,0,1,0,normal
108.9.176.196,246.32.24.173,55090,110,ICMP,256,7.959,120,184,47037,46181,1,1,0,0,0,0,normal
29.12.203.219,162.0.122.173,45895,35807,TCP,60,0.009,1,1,60,0,1,0,0,1,0,0,port_scan
137.55.36.183,178.115.118.208,40441,8080,UDP,543,0.08,469,0,80674,0,1,0,0,0,0,0,ddos
