src_ip,dst_ip,src_port,dst_port,protocol,packet_size,duration,packets_sent,packets_received,bytes_sent,bytes_received,syn_flag,ack_flag,fin_flag,rst_flag,label
2.124.4.101,75.47.158.100,3967,443,UDP,1468,4.049,19,47,3530,354,1,0,0,0,normal
231.80.191.201,254.79.159.189,48980,30326,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
70.189.28.77,16.243.194.226,9324,22,ICMP,382,1.083,65,14,8798,5442,1,0,1,0,normal
231.80.191.201,254.79.159.189,46779,57067,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,43346,34412,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
184.1.228.225,3.106.200.35,21259,80,TCP,1134,0.246,54,26,7198,8399,1,1,0,0,normal
140.180.26.52,112.198.79.254,33124,80,TCP,1319,0.01,389,0,462173,0,1,0,0,0,ddos
49.185.254.248,112.58.119.95,35508,443,UDP,830,1.139,88,34,4830,8176,1,1,0,0,normal
115.12.253.201,216.236.188.149,31759,25,ICMP,1191,0.56,98,6,8041,8930,1,1,0,0,normal
155.243.139.164,112.198.79.254,39150,443,TCP,647,0.031,218,0,378929,0,1,0,0,0,ddos
219.157.177.76,60.48.230.84,22459,22,UDP,1396,1.672,85,40,9202,6066,0,1,1,0,normal
100.185.19.225,234.160.178.23,13892,21,UDP,1431,3.473,88,72,8479,1113,0,0,1,0,normal
151.158.82.79,74.192.37.35,5325,22,TCP,213,2.329,11,5,5187,4983,1,0,1,0,normal
127.173.196.142,112.198.79.254,4591,443,TCP,1085,0.035,929,0,161894,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49241,48475,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
44.103.53.214,17.40.63.70,47699,22,ICMP,420,3.491,76,50,7286,3057,1,1,1,0,normal
11.206.76.5,147.17.121.215,14988,21,ICMP,355,1.987,100,69,9098,8388,0,1,0,0,normal
62.158.203.73,21.135.64.184,42729,25,ICMP,595,0.302,12,36,9531,5102,1,0,1,0,normal
37.105.118.75,118.247.196.129,7201,53,UDP,1062,3.26,51,17,3143,5954,0,0,1,0,normal
20.183.27.125,231.239.132.25,57724,443,UDP,494,4.852,99,92,2567,7667,0,0,0,0,normal
184.98.163.140,200.36.206.142,5002,443,TCP,92,2.761,100,40,3076,9991,1,1,0,0,normal
52.172.100.37,155.183.35.6,34947,22,UDP,849,2.06,99,48,2171,9422,1,0,1,0,normal
58.240.74.172,95.42.227.167,55573,25,ICMP,235,2.766,3,29,3207,2737,0,0,0,0,normal
47.39.66.182,47.43.103.250,21060,21,ICMP,1489,0.99,65,7,7020,2275,0,1,1,0,normal
181.206.220.225,205.248.160.250,17878,21,TCP,633,0.671,88,28,7979,3152,1,0,0,0,normal
231.80.191.201,254.79.159.189,49770,55553,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
99.139.126.16,112.198.79.254,9561,80,TCP,1122,0.018,317,0,380257,0,1,0,0,0,ddos
185.48.195.107,179.213.15.9,50773,53,ICMP,1116,0.731,59,59,2477,7191,1,1,1,0,normal
40.80.19.62,120.195.193.228,15809,21,TCP,1172,0.564,37,9,8111,7340,1,0,0,0,normal
98.206.200.158,112.198.79.254,43661,443,TCP,720,0.049,225,0,389051,0,1,0,0,0,ddos
4.231.83.248,235.57.252.27,48666,25,UDP,864,2.691,70,40,144,3172,0,1,1,0,normal
56.140.203.82,230.5.240.215,64364,80,UDP,93,2.614,12,54,2148,4228,1,1,1,0,normal
158.219.15.34,112.198.79.254,43706,80,TCP,985,0.08,567,0,59333,0,1,0,0,0,ddos
177.140.189.221,75.48.129.158,22814,22,ICMP,424,4.407,75,84,1617,1288,1,1,0,0,normal
38.238.221.223,73.95.160.213,62431,443,ICMP,415,3.699,25,50,9835,9968,0,0,0,0,normal
197.84.184.143,54.219.208.107,17974,80,TCP,119,0.124,29,9,370,2861,0,0,1,0,normal
231.80.191.201,254.79.159.189,45020,20899,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
189.180.92.146,37.128.112.232,2829,25,ICMP,451,4.919,79,3,5554,2815,0,0,1,0,normal
195.18.150.73,112.198.79.254,36278,80,TCP,974,0.007,212,0,365465,0,1,0,0,0,ddos
228.179.184.86,112.198.79.254,45080,443,TCP,582,0.074,715,0,232257,0,1,0,0,0,ddos
14.243.146.212,58.166.4.145,63616,21,TCP,347,4.499,65,64,5706,339,1,1,1,0,normal
119.179.189.99,87.205.204.171,2243,25,ICMP,138,2.785,53,31,4940,5085,0,0,0,0,normal
58.160.14.4,112.198.79.254,50030,80,TCP,1329,0.081,767,0,332660,0,1,0,0,0,ddos
254.124.147.41,49.250.122.190,44964,443,ICMP,984,0.957,92,76,4814,9826,1,1,1,0,normal
173.11.119.92,4.245.51.7,57014,22,TCP,880,0.61,15,56,2857,9850,1,0,0,0,normal
245.123.120.39,112.198.79.254,45815,443,TCP,1349,0.081,931,0,348146,0,1,0,0,0,ddos
198.121.18.73,112.198.79.254,57272,80,TCP,1300,0.005,147,0,54981,0,1,0,0,0,ddos
99.145.176.157,54.55.104.55,53508,22,ICMP,208,1.212,83,24,4570,9586,0,0,0,0,normal
179.235.218.253,112.198.79.254,56852,443,TCP,1243,0.02,405,0,427823,0,1,0,0,0,ddos
21.12.171.48,151.29.220.54,4376,22,UDP,784,4.295,8,18,8046,8879,0,0,0,0,normal
247.75.203.203,100.92.68.35,52494,443,ICMP,198,3.334,8,45,8119,1755,1,1,0,0,normal
46.106.80.77,112.198.79.254,19222,80,TCP,1303,0.008,845,0,199364,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,43165,12556,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
95.3.73.128,112.198.79.254,60590,443,TCP,1260,0.093,637,0,267000,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,41573,62898,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
248.56.143.233,208.62.140.129,60665,21,ICMP,1384,0.646,52,86,4791,8570,0,1,0,0,normal
243.111.117.17,98.178.168.231,3446,80,TCP,77,4.254,24,47,4081,6268,1,0,0,0,normal
231.80.191.201,254.79.159.189,47811,46218,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
143.23.234.215,43.100.36.156,64489,443,TCP,415,0.464,36,44,1384,1805,0,1,1,0,normal
127.125.163.26,235.160.191.205,2275,22,TCP,1368,4.925,5,27,1607,4119,1,0,1,0,normal
20.18.183.65,178.75.37.103,47359,21,UDP,1228,0.898,24,51,7623,1015,0,0,0,0,normal
193.121.31.122,112.198.79.254,22253,443,TCP,1458,0.018,809,0,368545,0,1,0,0,0,ddos
199.202.211.156,30.101.156.2,12102,22,UDP,111,0.037,85,99,7968,2833,0,0,1,0,normal
189.247.188.3,126.171.58.156,13791,25,ICMP,885,4.348,71,46,5928,1731,0,0,0,0,normal
75.134.132.142,112.198.79.254,7654,443,TCP,1035,0.07,909,0,332106,0,1,0,0,0,ddos
42.44.150.165,246.200.228.171,52940,25,UDP,529,0.888,70,81,3533,8951,1,1,1,0,normal
212.149.141.159,207.129.45.97,51654,53,TCP,410,4.862,72,61,7764,1516,0,0,1,0,normal
67.44.188.20,116.63.80.112,46785,53,UDP,942,1.327,16,38,801,1943,0,0,0,0,normal
163.105.229.194,112.198.79.254,1063,80,TCP,752,0.01,868,0,255099,0,1,0,0,0,ddos
196.212.85.127,13.5.179.130,20264,25,UDP,1110,1.5,1,25,7438,4721,1,1,1,0,normal
249.56.185.83,158.87.68.46,61875,22,TCP,1100,0.248,60,30,8922,9031,1,1,0,0,normal
209.124.140.23,112.198.79.254,38308,443,TCP,1070,0.028,570,0,305617,0,1,0,0,0,ddos
204.44.119.115,24.108.234.54,58850,443,UDP,583,3.104,5,77,124,9418,0,1,0,0,normal
237.213.90.49,112.90.146.57,41749,21,UDP,539,2.884,78,60,2659,8572,1,0,1,0,normal
22.56.99.13,112.198.79.254,33443,443,TCP,578,0.053,922,0,69783,0,1,0,0,0,ddos
76.72.197.30,223.38.196.170,28147,22,UDP,1166,0.689,33,31,5498,3351,1,0,1,0,normal
187.94.134.226,112.198.79.254,63592,80,TCP,1138,0.087,820,0,214303,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,43158,7177,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
174.22.230.166,234.94.241.248,38940,53,UDP,384,1.437,8,49,665,4415,1,0,1,0,normal
113.82.219.199,112.198.79.254,23277,80,TCP,1283,0.088,923,0,126566,0,1,0,0,0,ddos
137.146.112.166,82.37.140.171,18785,25,ICMP,991,4.018,50,31,6117,2596,1,0,1,0,normal
55.86.213.8,112.198.79.254,47982,80,TCP,1076,0.004,281,0,423072,0,1,0,0,0,ddos
35.142.117.250,214.233.117.195,60902,25,TCP,291,4.554,53,91,8480,794,1,1,1,0,normal
52.171.58.50,157.150.218.114,28158,80,UDP,990,2.104,84,81,5974,8280,0,1,1,0,normal
110.208.15.120,72.254.245.102,31852,25,UDP,1026,3.064,28,23,5661,8886,0,0,0,0,normal
225.57.1.29,142.84.243.104,34761,21,UDP,220,1.996,3,24,224,3013,0,1,0,0,normal
245.72.173.111,122.59.198.110,56967,443,ICMP,134,3.979,50,82,8462,4995,0,1,0,0,normal
157.46.126.209,112.198.79.254,19565,443,TCP,580,0.073,530,0,452531,0,1,0,0,0,ddos
127.2.151.217,56.201.154.196,17752,21,ICMP,734,1.793,47,47,2423,1255,1,1,0,0,normal
197.7.173.250,143.16.99.51,57320,22,ICMP,1467,0.423,51,96,3916,6788,1,0,0,0,normal
136.60.52.164,13.151.251.5,40070,25,ICMP,302,2.136,23,3,3930,9732,0,0,1,0,normal
231.80.191.201,254.79.159.189,48431,58179,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,40190,25225,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
75.29.13.134,96.14.115.198,9888,80,TCP,142,0.217,8,98,3907,7307,0,0,0,0,normal
31.38.127.21,112.198.79.254,61584,80,TCP,956,0.047,500,0,318750,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,42430,45660,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,47526,33946,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
69.74.23.155,194.76.119.250,11870,53,ICMP,218,4.104,96,56,2228,1846,1,0,1,0,normal
104.57.3.172,57.69.183.94,22546,21,TCP,1208,0.64,30,46,9854,648,0,0,0,0,normal
9.87.237.215,203.57.172.140,16467,21,UDP,807,1.131,2,37,382,6697,1,1,0,0,normal
231.80.191.201,254.79.159.189,44431,41979,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
130.250.191.83,98.37.163.50,18364,22,UDP,623,1.602,83,10,9214,4877,1,0,0,0,normal
42.16.97.55,165.184.194.143,33498,22,ICMP,66,2.495,86,91,2517,8759,0,0,0,0,normal
136.182.147.165,232.27.93.141,37250,21,TCP,452,2.855,63,53,746,8309,0,1,1,0,normal
169.65.147.146,112.198.79.254,5746,443,TCP,1149,0.035,231,0,223128,0,1,0,0,0,ddos
253.155.98.57,112.198.79.254,10540,443,TCP,883,0.016,976,0,214826,0,1,0,0,0,ddos
126.203.102.232,6.114.62.110,38656,22,TCP,1229,0.536,86,89,272,1614,0,0,1,0,normal
103.182.54.191,212.176.109.41,34967,443,ICMP,1470,2.274,38,43,6177,6381,1,0,1,0,normal
169.190.64.83,112.198.79.254,27780,443,TCP,1263,0.062,255,0,254210,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,47647,56730,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
23.10.204.126,112.198.79.254,8446,80,TCP,1053,0.052,628,0,431699,0,1,0,0,0,ddos
244.14.153.7,112.198.79.254,13938,443,TCP,935,0.019,263,0,259437,0,1,0,0,0,ddos
75.57.158.89,75.157.129.18,63451,53,ICMP,111,4.527,78,23,4676,7371,0,1,0,0,normal
124.20.12.17,143.124.16.11,37613,80,ICMP,425,3.274,76,82,6222,5037,0,1,0,0,normal
50.200.24.155,112.198.79.254,11658,80,TCP,934,0.03,198,0,437896,0,1,0,0,0,ddos
56.58.237.22,112.198.79.254,47643,443,TCP,950,0.024,515,0,284186,0,1,0,0,0,ddos
187.235.129.148,102.215.38.229,35713,25,TCP,348,0.759,23,55,5801,1866,0,1,0,0,normal
33.239.126.183,209.43.146.251,2433,80,UDP,536,4.235,54,8,2353,8861,1,1,0,0,normal
78.121.168.144,77.68.122.132,60915,21,ICMP,208,3.471,22,56,2298,5048,0,1,0,0,normal
24.52.57.224,138.70.193.217,43462,21,ICMP,1327,1.068,2,92,7680,639,1,1,0,0,normal
225.57.75.200,112.198.79.254,17597,80,TCP,1137,0.028,162,0,451891,0,1,0,0,0,ddos
72.26.227.91,112.198.79.254,30358,80,TCP,575,0.07,684,0,194887,0,1,0,0,0,ddos
218.57.67.89,144.4.132.211,27918,443,TCP,733,1.76,26,37,982,7185,1,0,1,0,normal
134.2.247.215,192.101.173.90,34568,80,TCP,874,4.343,39,18,7772,2710,0,0,1,0,normal
231.80.191.201,254.79.159.189,41276,19488,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,43881,55739,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
74.144.237.200,195.239.242.8,27151,443,ICMP,869,3.961,93,21,1573,1250,1,1,0,0,normal
55.140.209.157,5.86.178.125,36083,80,UDP,842,2.424,36,80,5966,3135,1,0,0,0,normal
43.151.223.123,41.143.225.128,15432,21,TCP,505,1.888,31,74,491,3232,0,0,1,0,normal
44.36.52.51,112.198.79.254,24075,443,TCP,1081,0.098,128,0,283373,0,1,0,0,0,ddos
105.14.175.84,4.30.149.171,64901,21,ICMP,543,2.909,67,20,7062,437,0,0,0,0,normal
231.80.191.201,254.79.159.189,45033,21645,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
30.90.182.50,137.124.111.72,59739,25,TCP,429,1.367,59,78,9718,9896,0,1,0,0,normal
107.40.242.155,112.198.79.254,44465,443,TCP,863,0.058,247,0,100318,0,1,0,0,0,ddos
172.192.87.19,28.198.135.52,40858,25,ICMP,539,1.686,40,34,7800,4762,0,1,0,0,normal
2.11.85.153,38.241.206.158,35102,22,ICMP,700,0.8,74,37,3167,255,0,0,1,0,normal
209.211.202.73,76.149.4.196,56758,21,UDP,824,3.371,91,58,4520,3092,1,1,1,0,normal
231.80.191.201,254.79.159.189,42416,61577,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,40420,3592,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,47907,31018,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
112.215.159.96,177.173.205.115,30250,443,UDP,1156,3.93,65,53,9346,514,0,0,0,0,normal
245.192.219.125,11.42.216.228,8642,22,TCP,922,0.065,53,32,3945,2744,1,1,0,0,normal
99.237.156.104,112.198.79.254,6447,443,TCP,1422,0.007,452,0,121249,0,1,0,0,0,ddos
162.236.216.254,86.122.156.6,32946,21,ICMP,1342,4.157,16,73,8325,3728,1,0,0,0,normal
231.80.191.201,254.79.159.189,41077,55547,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
44.151.32.47,112.198.79.254,19781,443,TCP,1225,0.069,423,0,140790,0,1,0,0,0,ddos
151.118.49.241,206.182.48.119,13660,21,ICMP,215,0.916,39,39,4543,4777,0,1,0,0,normal
245.248.43.150,112.198.79.254,19481,80,TCP,1327,0.008,682,0,145189,0,1,0,0,0,ddos
13.31.179.111,134.55.100.190,12688,22,TCP,1487,3.756,85,52,1054,9031,0,0,1,0,normal
149.208.135.132,255.104.70.131,59865,25,TCP,604,2.013,14,75,3032,7775,1,1,1,0,normal
248.4.26.231,52.203.219.229,50858,22,ICMP,397,0.565,34,37,9260,379,1,1,1,0,normal
231.80.191.201,254.79.159.189,48284,36874,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
217.70.167.2,112.198.79.254,47519,80,TCP,660,0.05,297,0,128973,0,1,0,0,0,ddos
70.116.158.96,129.176.38.22,10133,22,ICMP,1442,4.194,5,32,1692,9918,1,1,0,0,normal
52.148.210.197,48.115.102.147,45852,443,TCP,1151,2.046,74,58,5198,7973,1,1,1,0,normal
215.250.52.183,189.74.48.98,64871,443,ICMP,1462,0.642,29,20,6892,2690,1,1,1,0,normal
157.139.88.47,56.190.214.228,24149,80,UDP,191,2.814,6,75,8702,2312,0,0,0,0,normal
170.31.17.58,73.188.74.145,14334,53,UDP,1189,2.513,72,55,2656,1218,1,1,0,0,normal
231.80.191.201,254.79.159.189,40370,45134,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
231.80.191.201,254.79.159.189,44386,50284,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
114.130.146.55,210.94.239.145,13422,25,UDP,84,1.849,31,77,898,9464,1,0,1,0,normal
129.228.212.204,128.15.75.119,10980,21,ICMP,508,3.266,62,91,3066,7695,1,0,1,0,normal
202.242.25.84,112.198.79.254,61122,443,TCP,860,0.079,941,0,273143,0,1,0,0,0,ddos
118.232.32.166,227.17.58.216,36540,25,TCP,1095,2.148,38,65,3363,841,1,0,0,0,normal
231.80.191.201,254.79.159.189,41322,9576,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
112.164.237.89,112.198.79.254,46454,443,TCP,534,0.024,233,0,430462,0,1,0,0,0,ddos
209.36.244.207,112.198.79.254,52026,443,TCP,1234,0.019,182,0,254369,0,1,0,0,0,ddos
83.72.210.187,101.46.150.251,1887,53,ICMP,402,1.19,18,88,292,7524,1,0,1,0,normal
70.8.221.165,236.138.164.155,43588,22,ICMP,706,0.199,13,50,8948,3907,0,1,1,0,normal
33.140.167.140,93.250.58.78,24288,22,UDP,502,4.487,86,81,1382,5267,1,1,1,0,normal
5.46.79.55,61.57.240.10,34400,21,UDP,1408,1.007,43,5,6374,6801,0,1,0,0,normal
103.3.51.186,112.198.79.254,4753,80,TCP,614,0.056,487,0,404838,0,1,0,0,0,ddos
161.136.177.121,207.21.234.49,13713,80,TCP,237,4.852,65,29,7235,2282,1,1,1,0,normal
158.224.36.245,112.198.79.254,50625,80,TCP,619,0.045,177,0,197071,0,1,0,0,0,ddos
212.255.101.49,112.198.79.254,39443,80,TCP,790,0.06,908,0,204869,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49758,13344,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
102.179.60.15,241.74.97.27,16577,53,UDP,236,3.128,79,53,5240,3093,1,1,0,0,normal
33.201.122.248,185.156.58.243,21152,80,TCP,594,2.594,68,12,2304,1163,1,0,0,0,normal
62.7.253.5,18.148.48.134,28421,21,ICMP,577,0.138,12,76,8948,9190,1,0,1,0,normal
209.155.226.16,112.198.79.254,47272,443,TCP,1147,0.012,428,0,445921,0,1,0,0,0,ddos
98.129.1.13,141.7.184.196,2186,22,ICMP,503,3.258,55,85,9832,9458,0,0,0,0,normal
83.34.148.203,101.79.85.18,49503,53,UDP,209,3.084,37,83,467,3437,1,1,0,0,normal
39.70.56.218,112.198.79.254,13205,443,TCP,842,0.063,111,0,232893,0,1,0,0,0,ddos
20.160.84.96,37.197.241.89,34309,443,TCP,810,4.645,11,51,3781,4477,1,0,0,0,normal
246.187.79.195,112.198.79.254,20946,80,TCP,1276,0.089,603,0,58569,0,1,0,0,0,ddos
118.229.84.97,194.132.222.105,55674,80,TCP,1368,3.087,4,91,1984,5287,0,1,1,0,normal
65.228.27.94,192.191.234.3,14863,80,ICMP,165,3.943,16,48,8133,1265,1,0,0,0,normal
231.80.191.201,254.79.159.189,48043,47184,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
159.101.17.86,208.53.71.9,22237,80,ICMP,1269,4.617,32,72,3322,1654,1,0,1,0,normal
183.55.147.100,225.252.106.56,43072,21,UDP,901,0.742,96,81,4143,8613,1,1,1,0,normal
93.166.212.59,143.56.163.213,9864,53,ICMP,164,1.185,13,61,9521,5277,0,1,1,0,normal
246.24.39.232,204.213.85.70,62168,25,UDP,722,4.743,11,79,7547,7961,1,1,1,0,normal
2.137.61.71,88.8.126.98,30322,21,UDP,1310,1.668,12,53,6978,5331,0,0,1,0,normal
89.135.21.169,204.63.107.1,16201,53,TCP,1402,3.635,63,98,3055,7044,1,0,0,0,normal
198.205.115.117,112.198.79.254,10687,443,TCP,1101,0.023,334,0,456895,0,1,0,0,0,ddos
198.193.252.50,172.53.213.64,51293,22,TCP,1039,2.728,92,41,6174,7005,1,0,0,0,normal
231.80.191.201,254.79.159.189,49498,14266,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
192.145.141.77,68.7.168.232,9901,53,ICMP,1065,1.917,50,23,1852,8921,0,0,1,0,normal
109.136.238.244,115.160.206.174,5136,80,UDP,1489,3.827,22,52,2161,3915,0,1,1,0,normal
108.3.5.70,38.195.169.173,35543,25,UDP,1023,1.274,57,35,9206,7918,1,1,1,0,normal
12.92.158.26,112.198.79.254,62511,80,TCP,563,0.05,208,0,96782,0,1,0,0,0,ddos
190.157.243.97,170.41.141.213,51116,53,TCP,919,0.766,37,19,9657,349,0,1,0,0,normal
231.80.191.201,254.79.159.189,41596,17604,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
89.17.243.180,112.198.79.254,36634,443,TCP,1140,0.049,535,0,275997,0,1,0,0,0,ddos
224.137.73.51,26.165.218.98,57756,53,ICMP,892,3.896,47,82,644,8338,1,0,1,0,normal
231.80.191.201,254.79.159.189,40831,12050,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
200.130.27.18,112.198.79.254,16451,443,TCP,1471,0.017,664,0,451475,0,1,0,0,0,ddos
84.104.140.131,24.176.195.128,20273,53,UDP,165,0.19,18,62,4538,6642,0,1,1,0,normal
179.21.46.79,135.108.209.170,17779,22,ICMP,1212,2.792,2,88,1184,6697,1,0,1,0,normal
85.111.198.184,65.58.15.211,53603,443,TCP,1194,1.242,66,9,1017,9283,1,1,1,0,normal
145.69.68.236,112.198.79.254,58467,443,TCP,846,0.019,358,0,272412,0,1,0,0,0,ddos
159.80.133.180,71.235.100.173,28393,53,UDP,328,4.134,89,9,6181,4097,0,1,1,0,normal
117.203.196.10,214.11.213.75,35123,25,UDP,1309,2.033,24,28,3968,8386,1,1,0,0,normal
17.244.204.120,37.69.106.83,1158,25,UDP,1276,1.131,51,24,3538,3405,1,1,1,0,normal
241.110.56.74,86.78.125.166,24820,21,TCP,438,2.752,84,88,5517,6569,0,0,1,0,normal
87.164.107.106,18.114.202.235,26241,53,TCP,838,0.071,62,31,8095,8193,1,1,0,0,normal
6.47.238.109,156.220.60.102,46142,22,TCP,635,1.558,92,43,4618,8852,1,0,0,0,normal
19.62.178.10,35.18.140.85,25159,21,UDP,1426,4.589,68,79,9002,1137,1,1,0,0,normal
246.228.248.190,215.207.93.183,26277,25,TCP,459,3.647,93,76,9909,6749,1,0,0,0,normal
122.64.222.42,173.24.217.159,28569,21,ICMP,639,2.693,41,32,2244,1756,1,1,0,0,normal
56.103.129.114,6.56.110.91,9840,80,ICMP,300,0.38,73,100,9497,1459,1,0,1,0,normal
140.25.129.176,115.241.133.161,18922,21,ICMP,698,1.528,65,79,4741,3758,1,1,0,0,normal
140.108.149.205,237.250.199.16,13019,25,ICMP,521,2.837,58,97,1302,1223,1,1,1,0,normal
63.89.57.186,232.18.183.70,38280,22,TCP,790,0.513,21,8,8216,1137,1,0,0,0,normal
255.48.135.242,112.198.79.254,38540,80,TCP,1255,0.036,470,0,342136,0,1,0,0,0,ddos
146.47.148.68,166.6.22.129,3383,80,ICMP,461,3.59,95,36,9254,9535,0,0,0,0,normal
34.31.253.55,51.178.48.146,11842,53,ICMP,1455,2.79,92,37,7731,3029,0,1,1,0,normal
133.137.198.48,29.109.137.124,3395,22,ICMP,965,4.429,48,94,5293,9289,0,0,0,0,normal
83.91.214.54,112.198.79.254,53931,443,TCP,1308,0.004,575,0,351402,0,1,0,0,0,ddos
80.54.231.195,112.198.79.254,10370,443,TCP,627,0.052,634,0,99220,0,1,0,0,0,ddos
21.190.100.97,236.48.38.58,10602,80,TCP,784,1.967,92,52,2172,5215,1,1,1,0,normal
206.223.142.243,238.100.59.210,20095,25,UDP,175,2.669,52,22,3965,4209,0,1,1,0,normal
94.129.225.69,32.198.118.248,24792,21,UDP,598,3.629,72,56,2689,2795,1,1,1,0,normal
241.194.184.232,165.169.85.8,26146,21,TCP,422,3.655,62,74,9823,5850,0,0,0,0,normal
75.241.142.192,227.218.157.147,45604,21,UDP,968,0.131,79,33,4268,4145,1,1,0,0,normal
236.79.55.67,112.198.79.254,10134,443,TCP,1066,0.005,730,0,369269,0,1,0,0,0,ddos
158.88.148.20,217.111.191.160,48653,80,TCP,251,3.563,72,90,7157,3043,0,1,0,0,normal
92.200.116.21,216.45.127.140,18715,443,TCP,229,0.198,18,80,4745,1520,0,0,1,0,normal
149.209.136.134,125.85.188.51,36070,53,UDP,175,3.846,1,19,8187,9546,0,1,1,0,normal
224.75.41.226,4.212.96.133,65285,25,ICMP,407,4.444,51,56,6730,8749,0,1,0,0,normal
231.80.191.201,254.79.159.189,42012,57179,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
154.97.172.70,251.86.222.74,62814,25,TCP,233,0.346,97,65,4646,3933,0,0,0,0,normal
30.251.236.91,191.63.175.233,29079,443,ICMP,916,3.703,93,10,9993,9360,0,0,0,0,normal
13.211.232.228,162.152.71.185,42072,25,ICMP,1174,4.08,31,30,2600,8253,1,1,1,0,normal
161.9.89.248,112.198.79.254,48138,443,TCP,1145,0.048,565,0,291470,0,1,0,0,0,ddos
87.18.204.74,91.129.206.174,45578,25,ICMP,805,1.775,85,92,9516,8640,1,1,1,0,normal
26.230.57.8,240.188.200.106,26607,53,UDP,543,3.31,47,79,3387,2090,0,1,1,0,normal
131.83.123.43,87.19.243.48,46695,443,ICMP,121,0.26,23,19,2375,1161,1,1,0,0,normal
158.37.99.17,133.50.95.136,42943,80,TCP,694,1.414,79,81,3871,9705,0,1,0,0,normal
32.108.144.236,112.198.79.254,29902,443,TCP,1099,0.083,787,0,265472,0,1,0,0,0,ddos
82.4.47.216,112.198.79.254,26272,80,TCP,1335,0.096,207,0,453314,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49507,65178,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
148.6.132.189,131.67.88.207,24462,21,TCP,763,0.149,32,2,8831,8420,1,1,1,0,normal
157.94.69.34,112.198.79.254,15907,80,TCP,1448,0.056,834,0,268357,0,1,0,0,0,ddos
208.21.136.112,112.198.79.254,60748,80,TCP,648,0.084,430,0,344151,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,49227,39036,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
84.233.146.232,252.195.102.205,31501,443,UDP,1392,3.004,10,79,8310,5538,0,0,0,0,normal
62.148.19.179,46.187.173.165,30605,80,TCP,1115,3.35,72,85,7732,4582,0,1,1,0,normal
137.80.142.52,112.198.79.254,49288,80,TCP,1246,0.073,626,0,329964,0,1,0,0,0,ddos
231.80.191.201,254.79.159.189,45460,50646,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
247.183.51.219,123.103.85.149,20157,80,ICMP,332,0.401,8,67,2982,2127,1,1,1,0,normal
146.7.136.219,62.38.59.192,33514,25,TCP,1380,1.299,73,6,1854,102,0,1,0,0,normal
231.80.191.201,254.79.159.189,47312,46062,TCP,60,0.001,1,0,60,0,1,0,0,1,port_scan
231.80.191.201,254.79.159.189,45099,1585,TCP,60,0.001,1,0,60,0,1,0,0,0,port_scan
